danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,cluster
0.476,0.613,7,-8.612,0,0.0363,0.373,0.895,0.229,0.732,185.438,3AwscQQi2ATJxOEwxzjv7A,4
0.729,0.767,10,-9.234,0,0.0692,0.00776,0.761,0.197,0.366,121.998,4RrwcHywcLq3qVY7IVGxOL,8
0.581,0.734,11,-7.613,0,0.0535,0.000164,0.875,0.18,0.532,124.996,3nBF7oaQBAY6M2eVuUCnYn,8
0.617,0.812,6,-8.856,1,0.0945,0.367,0.00669,0.129,0.702,121.561,1mI5FUIZzXOb4SSybtGXY9,11
0.665,0.579,6,-10.679,0,0.0475,0.132,0.00038,0.0563,0.917,119.3,5sbjhxchF1QOgZt7GyOdQ8,17
0.798,0.753,0,-8.137,1,0.049,0.169,0.119,0.125,0.961,108.122,1KUqyZaFMpglFfxXzv4Aj6,7
0.723,0.877,9,-5.149,0,0.049,0.00825,0.0872,0.092,0.786,127.515,2RsSPUTNQ147dUCQyC4toz,17
0.919,0.571,8,-9.347,1,0.0635,0.000393,0.0112,0.0621,0.36,118.031,6D3b2F9evGxHJMXZk5ga0U,11
0.784,0.781,6,-6.694,0,0.0856,0.0512,0.00255,0.263,0.69,119.898,66i1lieIMso7ef4P7KdWcE,17
0.816,0.896,10,-5.66,0,0.076,0.000604,0.924,0.0437,0.57,123.999,7Fg9P1qBl42EUQj0Fzvgw9,8
0.714,0.634,10,-8.854,1,0.0439,0.00158,0.459,0.0634,0.906,122.998,1iztiowWLWxWfnhqfDekIu,11
0.832,0.643,9,-12.212,0,0.139,0.0843,0.0171,0.0367,0.734,118.92,3vmp5KOeUHCxtYs0iJPLJj,17
0.753,0.974,11,-5.21,1,0.042,0.000208,0.586,0.0935,0.519,129.994,4dGWqeULKD767yx9NIMcEv,13
0.759,0.679,0,-9.102,1,0.0518,0.15,0.316,0.0367,0.913,108.458,2KDF5lrsQNBN0a89SwkwDg,7
0.694,0.685,7,-10.866,1,0.0477,0.131,0.00117,0.533,0.817,122.239,6sCOgoChwEv20vwQaE7fxd,1
0.698,0.868,10,-7.147,1,0.0394,0.0802,0.0282,0.141,0.854,106.04,4l6cGdmcmacz4mCajtyfQk,11
0.801,0.929,7,-8.11,1,0.0629,0.00065,0.704,0.0951,0.798,127.999,6W73mUJoTeNXvbVOSoZvs3,11
0.848,0.691,6,-7.627,1,0.186,0.238,0.135,0.109,0.962,115.976,0Rk5Ma0d9pQac2elQWky1Z,11
0.725,0.833,9,-7.506,0,0.053,6.9e-05,0.743,0.115,0.569,129.991,5H8YUFXX2KVAdIu4ZWCIpP,8
0.777,0.782,5,-7.812,0,0.0421,0.00168,0.786,0.544,0.541,121.849,2NmWlnju1u4Hh18bUL2w2D,2
0.846,0.949,2,-6.224,1,0.0675,0.00017,0.936,0.628,0.813,123.998,7C1qYjaLDSH54XWf6EQPKC,2
0.776,0.777,1,-11.561,1,0.0647,0.258,0.885,0.0668,0.198,126.07,3dcRsfxXqUBhyQReG2hPKo,9
0.805,0.732,9,-9.077,1,0.046,0.000648,0.871,0.0842,0.728,126.984,6ikRr3ErFs10OtmJxf357H,13
0.879,0.958,1,-6.512,1,0.0706,0.0464,0.65,0.0757,0.819,126.005,4fhSCuBCdtQIJrnE0mJDfF,7
0.863,0.866,10,-6.951,1,0.0461,0.00726,0.325,0.043,0.961,125.899,7Aa4mUvlHvaD7XbnK0NV8S,11
0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,2Za2mUwmQoSxWPscaY2vxl,12
0.761,0.775,3,-7.495,0,0.0339,0.00698,0.000543,0.0512,0.966,123.017,53qhh1kdcX4gRBShoW4LK8,12
0.731,0.596,10,-9.986,0,0.034,0.0119,0.935,0.0472,0.141,124.985,6ONx1lypeMXpUtbEKMr2zb,8
0.665,0.847,5,-8.314,0,0.0535,0.0178,0.00288,0.126,0.4,119.555,2eHj0klWkwRQuIrNlPpCPa,15
0.582,0.845,7,-6.785,0,0.0431,0.0735,0.831,0.122,0.967,117.865,3n835vjWuKAa68F95HHsuR,17
0.801,0.7,0,-8.217,1,0.0415,0.0134,0.181,0.113,0.762,120.042,6M2tryCDxjxjUg2QNEJWL2,7
0.706,0.886,11,-3.432,1,0.0603,0.00071,0.396,0.117,0.75,117.976,3rc3BWLhFGj5ewNLJaOUAQ,11
0.843,0.792,11,-8.781,1,0.0948,0.0133,0.649,0.075,0.815,126.979,2u85Fi47LeAJKzFU9lOf8w,11
0.877,0.436,0,-11.806,1,0.103,0.0676,0.00402,0.0638,0.924,106.481,79rYF4OB9vQtLlT65jtjVV,7
0.919,0.802,8,-7.683,1,0.044,0.017,0.0534,0.0341,0.96,118.359,3MZ9O3WJ6a6kANeCCojmnV,11
0.857,0.569,9,-11.339,0,0.177,0.0275,0.0578,0.214,0.955,112.878,5YKj3GJkiWJ53B3757HuaB,17
0.767,0.855,7,-7.127,0,0.0424,0.00306,1.79e-05,0.0324,0.896,125.995,4eQZ06CDTCarxm90gzoVUa,17
0.826,0.609,11,-8.149,1,0.141,0.0748,8.41e-06,0.233,0.862,119.539,3MWoJGrKXOTlEBIZzDoZkx,11
0.842,0.654,10,-9.536,0,0.0544,0.011,0.00664,0.043,0.971,128.971,167NF5BT2JUVb8RqqCTDQg,17
0.812,0.724,0,-8.783,1,0.0475,0.0801,0.557,0.117,0.634,106.002,2pI0cwFoOAIy8aAVtizg0I,7
0.858,0.38,0,-18.467,1,0.13,0.192,0.232,0.0849,0.105,123.994,2sM2I3eZpanOUznJq1QKwz,9
0.786,0.688,6,-11.42,0,0.0369,0.00125,0.217,0.0786,0.528,124.436,23a4tFnsoHy5tGDoHRIcV6,17
0.647,0.782,5,-7.475,0,0.0521,0.139,0.0545,0.0621,0.884,99.859,2ufnnZAVCoEoShQjdRgwS1,12
0.847,0.672,7,-7.997,1,0.0996,0.0273,0.86,0.0745,0.605,123.442,6HjdHMNIFf6OLGE14LfqWW,13
0.443,0.881,2,-4.574,0,0.0696,0.0711,0.114,0.0692,0.744,120.942,6waIROrW41DqlgD1Kh5TqO,12
0.734,0.978,3,-5.159,0,0.0678,0.101,0.0281,0.254,0.711,126.381,4ncDLigc0frMDPYGYwkJ9C,12
0.709,0.884,8,-4.625,1,0.039,0.168,0.000296,0.0412,0.666,122.004,3kTvMoqg5oYFUsoH89jTcn,11
0.776,0.816,1,-7.255,1,0.051,0.00192,0.0888,0.0362,0.31,125.0,7Mew2sgxqvSuDyuW3W4Eh4,7
0.705,0.927,9,-5.942,0,0.0426,0.0703,0.0,0.0661,0.962,138.017,7gQAFGUyHPcY0cQNPsjMf0,17
0.654,0.878,8,-4.539,1,0.0435,0.000927,0.073,0.329,0.607,122.993,3oiwQKGWKirH1H5qbTsYpG,11
0.896,0.583,11,-11.129,0,0.0484,0.0528,0.008,0.163,0.954,116.339,3rfnEmyuHHXtPRfEgTs484,17
0.843,0.736,5,-6.499,0,0.0359,0.00228,0.277,0.132,0.825,119.992,5Re8DUUAt9ui1Yr6WdNwFm,12
0.487,0.708,10,-10.38,0,0.0392,0.00019,0.0319,0.2,0.0345,122.917,53ICqRSyTfhrrvNwVSP6am,15
0.759,0.66,1,-8.541,1,0.0545,0.00244,0.286,0.531,0.813,125.0,65MB7hOKVj7MLGD8LGKRZO,7
0.672,0.84,7,-8.364,0,0.0349,0.00145,0.873,0.205,0.64,123.996,2jmdbJC17b8GuK9t04QPRD,8
0.699,0.837,1,-6.235,1,0.0373,0.000134,0.105,0.0667,0.738,126.041,1hilLxPCkNiRrei6dx4sGY,7
0.69,0.568,7,-10.256,1,0.0694,0.00297,0.355,0.132,0.516,127.003,1ILmOHn4tzjj7XaGBYx5Xu,11
0.781,0.888,9,-8.201,1,0.0469,0.00164,0.81,0.0478,0.963,128.011,0ix4obY7NRekpBDIUwV1YV,11
0.635,0.963,7,-7.307,1,0.0632,0.0034,0.17,0.114,0.784,124.973,5Wt1AxOij0QzGOf8mwSUlO,11
0.778,0.753,0,-8.147,0,0.0439,0.252,8.16e-05,0.106,0.967,120.153,3Gt7oNuE6eLxjCoTfOzZIX,12
0.83,0.807,11,-6.899,0,0.13,0.141,0.00343,0.0591,0.163,120.012,07gf6qIWA6yt58pR7uBDSw,17
0.85,0.677,7,-8.095,0,0.0678,0.144,0.687,0.0468,0.774,118.028,6MG2wRqClZh0JZ6i8hNMIV,17
0.807,0.688,5,-5.452,0,0.0319,0.00284,0.362,0.0749,0.657,123.006,0E0hcu2pbhAWEp73N8XfZ2,12
0.766,0.814,1,-4.787,1,0.0497,0.039,0.0777,0.082,0.721,118.411,0Ig3Gc2e9uDYLDvmtV2Wgv,7
0.688,0.829,9,-5.825,1,0.0444,0.000676,0.864,0.0419,0.582,126.799,7b3MjFv3l2hJHPKE3xQxSL,13
0.692,0.738,0,-6.028,1,0.0894,0.00293,0.0658,0.581,0.561,123.987,1LPuLpI2I65UEigpEYSy5P,1
0.804,0.74,1,-7.34,0,0.0512,0.000546,0.805,0.159,0.61,128.007,6v29e9ZravvxVPW9ICCmIn,0
0.812,0.904,11,-5.199,1,0.0633,0.0217,0.00114,0.362,0.234,121.163,2JfEU7FCnzZNO4hSykiNyA,11
0.797,0.706,7,-9.311,1,0.09,0.0285,0.546,0.0969,0.647,123.998,3SvhhsODK5VG35Cs5eAJ8M,11
0.779,0.929,0,-4.734,1,0.0652,0.00683,0.0,0.146,0.439,125.001,7dyWwtPsaL3ThtPtkA4oQK,7
0.739,0.78,10,-5.492,0,0.0719,0.0604,0.00363,0.0726,0.916,115.007,4tSWqJXwWNSzToz3DFtMU8,17
0.83,0.816,0,-7.977,0,0.0796,0.00202,0.00359,0.259,0.514,119.991,4lpmPsw2NIkfyL0NWDA3PN,12
0.879,0.847,4,-4.72,1,0.0744,0.21,0.488,0.0626,0.926,129.994,3stadv159NCAQKGHyBBzVn,7
0.796,0.796,8,-4.675,0,0.044,0.0249,0.0305,0.143,0.858,119.996,0Tby0PFN8E8I8pg0oxeapb,17
0.831,0.884,8,-9.223,1,0.0581,0.00404,0.891,0.223,0.529,123.997,6f5jSA1gU2GmfcpAUlaeoE,13
0.798,0.788,1,-7.364,1,0.0896,0.0113,0.571,0.0318,0.962,125.027,1omrwHiE3wmxT7PXEqp635,7
0.7,0.914,8,-6.43,0,0.106,0.0109,0.00296,0.0849,0.913,125.07,1BHyi5tS67s00jDSlGQXg4,17
0.803,0.737,6,-9.076,0,0.05,9.63e-05,0.632,0.0318,0.624,123.999,7rb7eg1a8RqTdLcLNfYfSR,0
0.735,0.667,9,-11.892,1,0.0513,0.0964,0.000463,0.0287,0.9,121.05,2IMTJyqmeRDsIfcF63OhFS,11
0.829,0.402,1,-13.858,1,0.147,0.0564,0.0,0.127,0.885,130.661,2K0gAbg82pvrYswqvFJ4C0,7
0.513,0.752,0,-8.092,1,0.0434,0.0719,0.00567,0.0728,0.698,124.564,5qHyMU6xc2cngIbzlVtneh,7
0.808,0.595,5,-6.953,0,0.0443,0.0207,0.00668,0.187,0.663,121.992,5H1upMMQsiOtt70OWRwe8h,12
0.811,0.73,1,-7.731,0,0.0583,0.0193,0.2,0.0477,0.77,121.95,1BjxVP7vVHeCnYEAzRVHYR,12
0.678,0.847,5,-6.989,0,0.0333,0.00423,0.463,0.498,0.832,126.002,3B9MUPA6REUeMSPXg1svnV,12
0.739,0.897,11,-6.138,0,0.0512,0.000165,0.398,0.0665,0.635,122.861,6R3316R0rcMFEBJJRmHfgX,17
0.804,0.867,6,-9.326,1,0.0652,0.0242,0.735,0.0754,0.523,128.004,3jH4r0q0xR2xR02iRb5qTy,13
0.427,0.791,8,-5.654,0,0.078,0.572,0.000537,0.129,0.462,102.389,6UgSIl72NG9gTLxqHQ8qqP,15
0.605,0.702,5,-8.057,0,0.0348,0.0121,0.0132,0.103,0.864,183.001,6PWBrBSo6qXfVMycMxhfdG,4
0.679,0.958,6,-5.605,0,0.0436,0.000435,0.312,0.441,0.708,130.427,2oVIy7VJHGt7d9WBT0y5vF,12
0.721,0.915,5,-4.749,1,0.0409,0.000528,0.0381,0.0493,0.921,123.009,0DeS4UmyddmyIKzN4qL4Id,11
0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,4fazGt0v2v2zkzddQOcDZD,12
0.793,0.783,4,-8.079,0,0.08,0.00903,0.717,0.0893,0.782,120.013,6ApvETfR03Th0uFdTBzzTh,12
0.824,0.935,5,-6.268,0,0.0532,0.00281,0.696,0.0608,0.718,124.433,0SY8pE3gyQqt6nfNlF6ok7,12
0.757,0.72,2,-8.588,1,0.0426,8.48e-05,0.0486,0.279,0.55,126.008,5u2Bf96SjyWMKSrqAu9jUD,7
0.797,0.956,1,-6.389,1,0.0829,0.00189,0.89,0.0645,0.534,128.049,1YQiIO9Lfx00x2Ce55316v,9
0.777,0.737,11,-5.86,0,0.0351,0.0421,0.379,0.0265,0.891,123.993,7uGpUhy4uf2UrHH7TyhM6C,17
0.774,0.574,8,-14.48,1,0.12,0.00126,0.00887,0.0906,0.706,120.585,7zNrZGkSHfUHbONLJoAfQX,11
0.723,0.823,6,-9.352,0,0.0343,1.69e-05,0.19,0.141,0.477,123.967,51LuscIIYE7GGaklN0fxgx,17
0.934,0.731,4,-5.379,0,0.17,0.00305,0.228,0.0688,0.739,125.032,2p4d0uDarozXItJVgDTGNY,12
0.7,0.849,11,-6.561,0,0.129,0.00601,0.0193,0.284,0.449,130.988,1HkPj9fZFpjAoAUigBAmJS,17
0.859,0.56,0,-16.169,0,0.0487,0.083,0.000813,0.0547,0.946,102.082,0VOju61QyRh81rhSLU54Ei,12
0.85,0.665,10,-9.404,0,0.0887,0.00961,0.483,0.0885,0.718,123.166,1SwyDb5qUcLjukFqSCRqxy,17
0.852,0.752,6,-7.774,1,0.0576,0.0387,0.000272,0.609,0.834,113.287,1SRtnntbQW1KKO6rzEO7ac,1
0.761,0.894,1,-5.671,1,0.0792,0.0136,0.0258,0.331,0.871,123.886,3LZRLOdSwmpPk6ZvOW6B4B,7
0.65,0.611,11,-6.746,0,0.0701,0.00319,0.392,0.0882,0.694,123.931,6E2C78hnk7Ka4nGdJVoka6,17
0.62,0.946,11,-5.28,0,0.0527,0.00356,0.00324,0.707,0.936,119.998,5E5Tkvq7601Xnqho1QHFs4,1
0.742,0.898,0,-9.34,1,0.0363,0.000741,0.418,0.252,0.597,130.025,0ud7ma9G6buYyqfaeGRG4Y,7
0.735,0.857,5,-5.533,1,0.0434,0.178,0.000338,0.0731,0.883,126.37,3eQKfsKwpeW4JYhwAB9UDw,11
0.934,0.646,11,-5.727,0,0.228,0.0303,0.00614,0.0776,0.832,116.351,4TG6Mu9c0229TzjPr83X9o,17
0.745,0.667,6,-7.128,1,0.0379,0.027,0.116,0.0569,0.674,122.997,3MlyYZ9EpV5cYcMqAKS5bN,11
0.856,0.553,5,-8.405,1,0.0697,0.043,0.865,0.0765,0.7,121.991,25e5mFbOsdjM0AnonVzugS,13
0.779,0.658,6,-8.618,0,0.064,0.000257,0.486,0.0367,0.966,125.997,4v4A90hMYhAR43yRz0fOVD,17
0.826,0.826,8,-6.176,1,0.0475,0.00559,0.0863,0.0517,0.761,123.024,2Lo8gyv5kljwuUlzxQ6J7N,11
0.795,0.941,0,-6.76,0,0.0719,0.00544,0.89,0.0296,0.842,125.0,1qLEsbWaGRiPi35uXw9gVl,12
0.678,0.795,4,-6.309,0,0.131,0.0101,0.0159,0.0981,0.648,118.006,00HqKJWFv3GS9cPfEB1WQm,12
0.745,0.848,0,-9.107,1,0.0499,0.00016,0.83,0.128,0.707,124.989,2zP2WBxb666OgR0pzkYkCA,9
0.839,0.722,5,-9.108,0,0.072,0.00487,0.00205,0.306,0.774,126.0,7nuAQMtTEQU9Hf2bm6A3Bu,12
0.762,0.766,5,-6.349,1,0.061,0.159,0.0402,0.0612,0.763,125.61,5cd8YrGBWPyHTeqZIsoKrU,11
0.786,0.877,11,-7.436,1,0.0481,0.047,0.00202,0.0477,0.748,121.031,5nyWYE1Ld3Gr3xbFUMIbVP,11
0.699,0.806,0,-7.428,1,0.0507,0.096,0.00839,0.349,0.953,118.806,1SIXMGcsAeA6sNxaY1EG3O,7
0.719,0.832,1,-7.412,0,0.0366,0.124,0.0726,0.0697,0.961,110.077,3NYm3ZimuJNb0Z0px5OEwO,12
0.701,0.73,5,-4.907,0,0.0578,0.0137,0.000125,0.0462,0.856,114.981,7MuRP7gYSmnRwAwrc2cAMg,12
0.787,0.806,0,-7.406,1,0.0432,0.0312,0.000805,0.289,0.865,114.983,3RW7eWtVtj9DoVA5Vsdt5w,7
0.868,0.698,6,-4.606,0,0.271,0.00818,0.000395,0.628,0.95,100.019,4xHaVimVzwVIajj2KZaL5s,18
0.8,0.72,6,-6.934,1,0.0537,0.0576,0.00278,0.0214,0.967,122.032,0lTzO9mhgcGkDVZ4Y0KcFw,11
0.772,0.867,3,-5.704,1,0.0634,0.12,0.744,0.301,0.629,126.04,62qgcspyyP9bfeoF9gvovm,9
0.587,0.703,6,-5.789,0,0.0556,0.556,0.0,0.596,0.725,136.704,7pdCDKs0i05N8ag4tAC5u5,1
0.35,0.932,0,-7.555,1,0.374,0.0286,0.00478,0.28,0.6,127.481,68okhX2u6k3nlkPwRSB0Vi,10
0.784,0.776,10,-7.881,1,0.0411,0.000281,0.432,0.261,0.744,123.04,1YIlp3gXYiaSDI33Uy2Eig,11
0.718,0.516,5,-15.279,0,0.055,0.25,0.0102,0.287,0.71,124.587,53J3auvk1xnqQgqIEKAeXE,12
0.78,0.543,1,-8.405,1,0.086,0.000261,0.455,0.0765,0.732,116.001,0YNivNwnO2TwAS5b6NBMIf,7
0.729,0.867,0,-9.726,0,0.373,0.269,0.0121,0.274,0.324,126.033,7loRRaGj76c6OEReTzJHEm,18
0.769,0.915,9,-3.616,0,0.0722,0.0951,0.231,0.135,0.688,126.903,0cc75sGuycACfYkMRj8Pcb,17
0.741,0.736,5,-11.566,0,0.0438,0.0355,0.876,0.0946,0.426,130.0,4UEMyrFBclfD4wcPZ8USQq,0
0.683,0.943,11,-5.744,0,0.149,0.178,0.00293,0.155,0.84,127.573,14MdMLYu1A6ontzobPPZHL,17
0.756,0.775,11,-6.005,0,0.0593,0.000472,0.101,0.134,0.686,119.979,30PH3tgZvlPj9IfS1xgwEm,17
0.794,0.643,4,-7.044,0,0.0564,0.0339,0.569,0.067,0.744,131.038,1doFagKIgn2FOATKzUkbyi,12
0.728,0.76,1,-6.257,0,0.28,0.255,0.0,0.467,0.594,106.054,5Jqg60NtKrGmNx6omx0HhS,18
0.858,0.671,7,-9.425,1,0.0538,0.233,0.00243,0.0609,0.926,122.931,7IOFNCLhwQh431C0SLNZUy,11
0.773,0.806,2,-9.382,1,0.169,0.0574,0.0041,0.306,0.687,116.185,6VrvvrY32NT1QGtFTAve8J,7
0.837,0.594,7,-9.337,0,0.194,0.721,0.0018,0.107,0.682,120.01,1UJfRw8dHb8nn6NCcFFPei,18
0.877,0.458,7,-12.167,0,0.449,0.397,2.07e-06,0.431,0.623,122.066,1Bs465QIiZjZme7H0PluYa,18
0.766,0.637,9,-12.606,0,0.154,0.266,0.000289,0.0377,0.911,117.975,6EbJGiy5GysK2YT3d8IP2L,17
0.742,0.724,0,-12.435,1,0.0353,0.105,0.0,0.831,0.825,115.298,6979YmbY2rScYdH6ovoQxF,1
0.599,0.67,1,-8.301,1,0.058,0.0427,0.0722,0.123,0.667,135.751,6DkiTfzHk7gFly2rWcoq6d,7
0.736,0.735,7,-9.038,0,0.048,0.254,0.11,0.15,0.729,122.033,0b1nISgkOwwFkyvIp6A5KL,17
0.808,0.727,1,-8.877,1,0.0489,0.000924,0.907,0.0397,0.507,129.995,3b0WXNky1tMQqlucvldBQ8,9
0.782,0.604,5,-11.316,0,0.0478,0.0176,0.0532,0.0751,0.759,130.418,16yGsEReqpSjQqWc33fOvH,12
0.685,0.641,9,-8.281,0,0.0381,0.0265,0.0122,0.356,0.964,126.221,4KtK4i4GOTQzzna8hLiFA7,17
0.9,0.615,0,-5.533,1,0.0455,0.183,2.32e-05,0.0478,0.841,113.558,2DLtx53kRHYfouNzLKAqkG,7
0.573,0.718,11,-8.989,0,0.0507,0.0712,0.0163,0.0376,0.894,117.108,6IRIBrYfeJUyexXb2xc8j3,17
0.646,0.921,6,-4.122,1,0.154,0.0063,2.08e-05,0.401,0.683,127.847,5PVJid6BxI6vLNgVWWf8I7,11
0.834,0.79,0,-8.342,1,0.057,0.19,0.131,0.0766,0.958,121.87,4owfUJeTaH7ij619Iu24am,7
0.879,0.565,10,-10.315,0,0.112,0.149,0.619,0.0716,0.847,115.565,3G2xgtDWVTZ1zkETaMgItw,17
0.621,0.949,6,-6.374,1,0.045,0.00868,0.336,0.17,0.786,129.978,6AVYBS2X2anmHGXoA15QbI,11
0.653,0.855,7,-5.78,0,0.127,6.92e-05,0.0,0.557,0.522,150.27,28ol3Hu6HBhoV3WBBsdo6Q,1
0.651,0.877,2,-6.897,1,0.0374,0.026,0.153,0.278,0.918,117.992,4jO4c0dhLI3OwCLeYvZSkn,7
0.771,0.913,1,-10.213,1,0.0697,0.246,0.958,0.103,0.125,143.009,3gwBfnQr8IePgaN0IKwAFa,9
0.513,0.823,11,-11.636,0,0.0496,0.199,0.922,0.112,0.269,138.457,7alOcijUtmiBsQXnfcWvmV,8
0.757,0.811,4,-9.795,0,0.0599,4.54e-05,0.891,0.103,0.384,144.996,4vE5kju9rZcCLkoWLvwErV,0
0.759,0.906,7,-10.205,1,0.118,0.331,0.894,0.113,0.307,143.014,2aoVCcF1VhgCiQekCYV40e,13
0.778,0.78,4,-10.557,0,0.0399,0.00398,0.899,0.109,0.0398,135.002,5GdECl4nqWAmlboWr02XK8,0
0.759,0.596,9,-11.349,0,0.0533,0.00352,0.9,0.112,0.721,144.994,26Be9sSMR2HYdgLacO4R6H,8
0.779,0.873,10,-9.888,0,0.0598,0.0798,0.884,0.0992,0.62,137.018,4xPrmPQ3TAQxenYhD4FsPG,8
0.755,0.991,1,-9.659,1,0.0971,0.175,0.938,0.112,0.451,139.966,2OKxBOR49TrMjDy1N7ePVq,9
0.829,0.825,5,-4.559,0,0.0877,0.0307,0.896,0.244,0.125,138.02,2Cp37efVetriF7QaCwXd4U,0
0.62,0.923,9,-8.542,0,0.145,0.00854,0.955,0.0988,0.402,134.998,22Kl4znV61gOrKfRka7Kir,8
0.712,0.874,6,-8.065,0,0.0518,0.00173,0.898,0.108,0.328,139.995,20HgswHl5oRJbCDQVVggnV,0
0.78,0.875,7,-9.664,1,0.0789,0.0269,0.926,0.111,0.357,134.997,4EFktfRptjqB0ATgVXSFSu,13
0.77,0.654,1,-15.746,0,0.0663,0.401,0.944,0.111,0.22,135.991,5eu0BgEr62ZaZqtmiXzIvx,0
0.756,0.919,6,-6.901,0,0.159,0.00953,0.876,0.106,0.125,139.992,3BvD4RXAdGkpKabxoLUo9X,0
0.747,0.884,11,-10.011,0,0.0569,0.676,0.928,0.111,0.348,138.008,0pzB1xDTi4ONDaXGpOXzUd,8
0.685,0.993,9,-4.711,1,0.13,0.0203,0.66,0.116,0.0291,137.005,18o05oX54cUVs2KzHVXnTE,13
0.758,0.922,1,-9.304,1,0.0817,0.205,0.915,0.108,0.145,139.013,4Fpo6XrKGUjvLnSFz8JIvr,9
0.76,0.979,1,-7.608,1,0.111,0.058,0.947,0.107,0.654,140.984,4jXYXnOJ82E9n4UryYvXV9,9
0.769,0.879,5,-8.888,0,0.0778,0.0634,0.911,0.103,0.801,140.994,39EOAOQ6dyPp0j3XtE554d,0
0.771,0.827,11,-7.932,1,0.11,0.00195,0.875,0.0948,0.331,145.002,2S9ZmaxQjvPQeZz1KCXJrx,13
0.753,0.804,7,-7.833,1,0.0386,0.0127,0.914,0.239,0.577,133.992,6rrTm8rc8wxsc1ZNlXj4Ef,13
0.779,0.857,11,-11.196,0,0.0389,0.24,0.916,0.112,0.478,138.999,4TVf3tUuGQmaJaJ0Ypjy3T,8
0.7,0.925,7,-8.964,1,0.108,0.382,0.916,0.111,0.324,142.005,7vPH75WRibvZaoXQbZOuf8,13
0.775,0.884,11,-9.019,0,0.221,0.0322,0.943,0.11,0.22,142.001,7359Yj5zH5pHeIJrWv7zqj,8
0.784,0.909,7,-7.955,1,0.0669,0.0197,0.905,0.112,0.0362,133.989,0PpXr22VhgJXOgTzziyJC9,13
0.761,0.577,7,-10.873,1,0.0439,0.00616,0.882,0.111,0.083,132.037,3VliWAmeuOe9lwxv0nuGuB,13
0.784,0.93,11,-10.156,0,0.0409,0.0846,0.936,0.109,0.225,137.008,0fSvLpOfp2BEmbDlTMZQPL,8
0.788,0.829,11,-8.929,1,0.141,0.0803,0.902,0.114,0.183,137.992,5DfVDeSjYVoBYfoLjFIaYz,13
0.74,0.917,8,-9.043,0,0.0641,0.0459,0.909,0.107,0.619,142.917,4AbFJkF1B1Ao7rFG7zl0tt,8
0.73,0.921,1,-8.609,1,0.0443,6.52e-05,0.633,0.111,0.385,150.003,48ZP2nmZYLCWuiKWTwuQEb,9
0.772,0.801,6,-11.297,1,0.069,0.0254,0.876,0.0748,0.222,145.003,6jxgyrRYKiYvhXonRyE6Lt,13
0.649,0.996,4,-7.686,0,0.0623,5.64e-05,0.82,0.133,0.811,150.006,6GLMz67ulk9MjJRBLUxyMU,0
0.772,0.911,1,-10.647,1,0.0457,0.0792,0.927,0.219,0.574,142.036,0XlRZYmsyRRNL7VULg9lg0,9
0.663,0.913,4,-8.835,0,0.0769,0.00179,0.925,0.0966,0.0778,135.969,26RFUXVfADSwb3Lh5Eevv9,0
0.767,0.898,1,-10.543,0,0.0507,0.491,0.962,0.11,0.468,141.998,7wefVzLchKztW33THyunh5,0
0.76,0.94,4,-6.905,0,0.0641,0.0577,0.885,0.13,0.728,140.048,309rqmgX4pkmnWW2msCiyM,0
0.767,0.967,7,-7.558,1,0.053,0.0203,0.899,0.13,0.0363,139.002,7uP22LVmjOlNY7B8iG34w0,13
0.646,0.885,11,-11.414,1,0.0631,0.0703,0.895,0.089,0.121,146.011,078kKPqGwMv36RvLLtRUP8,13
0.762,0.906,11,-11.019,0,0.0603,0.00751,0.935,0.118,0.216,139.01,2wiYtblBSQMf0yb7ul79az,8
0.714,0.832,6,-9.737,0,0.167,0.0114,0.843,0.11,0.0556,136.973,3Mojumimc1kYYuX9qVu3p0,0
0.684,0.978,1,-9.091,0,0.137,0.115,0.743,0.109,0.366,144.988,1RbKiQvHSLaiCEjBeaKuaR,0
0.76,0.965,10,-10.059,0,0.0655,0.186,0.933,0.0928,0.649,144.003,4GEWBkhMCCaYVAfFvxT8ho,8
0.736,0.94,7,-6.586,1,0.0663,0.0172,0.893,0.11,0.599,140.019,31Qm3yuvtK6v0W0nmIOzS0,13
0.781,0.937,10,-10.575,0,0.114,0.00696,0.908,0.109,0.32,139.02,06GRhUQtVw5c4QMvydND56,8
0.73,0.947,6,-7.819,0,0.135,0.132,0.892,0.111,0.276,143.015,6rVmIJViHL1zaSNnNjutSb,0
0.77,0.958,1,-8.434,0,0.103,0.00844,0.865,0.0926,0.373,145.017,6af0h1c7HN0KztiO5gu0a3,0
0.783,0.969,10,-6.248,0,0.0844,0.00163,0.92,0.112,0.0577,134.004,7oECz2s5IAECLF7qOucS2S,8
0.716,0.926,6,-11.051,1,0.122,0.0184,0.921,0.111,0.0393,135.003,3KN6VfWoVUyBP9lYDaTCyV,13
0.722,0.887,10,-9.469,0,0.0525,0.512,0.92,0.108,0.349,139.999,2FvVA31fhh8KddyAenCFDR,8
0.679,0.966,7,-6.789,1,0.0449,3.75e-05,0.865,0.267,0.219,133.985,4f7BP9SdPTmqEOd3uydXiM,13
