danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,cluster
0.733,0.976,5,-5.305,1,0.045,0.0294,7.12e-05,0.25,0.523,144.989,5rL9LobdwAwFch2J8CiosG,11
0.582,0.647,8,-5.022,1,0.22,0.0222,0.0,0.293,0.401,140.024,6pN9NiJ816dbL3OKeAke0w,10
0.638,0.879,1,-5.691,1,0.0288,0.0107,0.193,0.129,0.593,150.013,16SKOkyJsJNeJkHUFTcDUm,7
0.648,0.982,11,-3.979,0,0.514,0.184,0.884,0.149,0.0872,125.961,1ErBChhaYaWQuQ4zdnnx8C,10
0.602,0.94,11,-5.877,0,0.0493,0.0168,0.00266,0.32,0.222,129.991,0H7Issbjv49SuNAeiIY7JO,15
0.622,0.937,5,-4.63,0,0.271,0.188,8.1e-05,0.0733,0.544,135.976,7lEBtmu2qRLupeSOupBa1j,18
0.711,0.859,6,-4.91,1,0.078,0.0227,3.65e-06,0.0913,0.422,130.017,3eGf636ICmSNbZEEl7QAax,11
0.791,0.936,6,-4.216,1,0.0415,0.0119,0.669,0.192,0.788,129.996,1Usa0Fv8L9NmRKY4UYk4sD,11
0.589,0.973,8,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003,2aQpISWUBToaF84DDiTeRV,19
0.572,0.816,5,-6.607,1,0.0555,0.0172,0.00431,0.178,0.373,150.017,1hLjDjDukRRGLdqfseaNsa,20
0.544,0.76,1,-6.835,0,0.0424,0.0296,0.00641,0.104,0.212,170.095,1VxpvS3eD1v8tNfJzGxi3X,4
0.567,0.805,6,-5.104,0,0.0625,0.0959,0.0,0.163,0.36,126.951,6F5CRnO0SbW5FxAyRB6Vp0,15
0.675,0.986,9,-4.606,0,0.0974,0.0868,4.96e-06,0.128,0.57,126.004,00E0Z2jrF7reoHps4zcbWQ,17
0.89,0.725,3,-5.213,1,0.0469,0.00989,0.00153,0.0954,0.762,122.004,6vHkJ4L8gqCwedvhXkSCsa,7
0.681,0.933,0,-2.855,1,0.104,0.0221,0.00504,0.266,0.46,128.036,19bua05ITWjFrk9iGxOA7r,7
0.598,0.914,6,-3.885,0,0.0554,0.014,0.0,0.831,0.64,138.017,60DGBqku2Iq7m2xrpJEcOp,1
0.755,0.676,5,-7.349,1,0.0377,0.0418,0.00176,0.204,0.461,123.98,5OSGdSxtulzlzdPdK2MQJC,11
0.69,0.84,11,-6.947,1,0.0573,0.0268,3.06e-05,0.363,0.493,129.935,2grS8y9w2vVp7sDJ3RnSx9,11
0.726,0.861,10,-6.877,0,0.123,0.00992,2.97e-06,0.0902,0.471,128.041,1LoGrm5coC2yXhofVni5Cp,17
0.696,0.525,0,-6.151,0,0.0361,0.0347,9.51e-06,0.121,0.512,140.024,6h6HgJ66laDl6bY8W59Jdn,12
0.524,0.897,2,-5.657,1,0.0704,0.0163,0.0346,0.126,0.101,150.027,5VCi0XuLd9ejKOZEaV4Tvq,20
0.49,0.856,1,-5.188,0,0.0418,0.00178,8.36e-06,0.261,0.287,155.01,2EPHUV16WoWXHVxxoJzvi2,4
0.503,0.932,5,-3.322,0,0.0611,0.00351,0.0016,0.105,0.369,160.054,2sxhu1YjACa0HhEZAa0t8r,4
0.48,0.965,11,-5.754,0,0.0499,0.0411,0.329,0.312,0.561,75.003,64gxoU3wp4onp2rzhZkcn5,15
0.734,0.916,6,-3.942,0,0.035,0.219,0.00578,0.145,0.73,126.015,0W6MlHGvHAcSsoRt34pZIt,12
0.779,0.922,0,-3.435,1,0.045,0.00394,0.78,0.0711,0.533,130.007,0qtjn6dbQ8VDNJwJQ9w7Cy,9
0.521,0.913,3,-4.543,0,0.0339,0.0116,0.00104,0.155,0.224,136.019,3fXy7UkU64qm5ezMBf0CTh,15
0.7,0.748,9,-8.16,0,0.0771,0.226,0.796,0.104,0.154,130.056,2lWc1iJlz2NVcStV5fbtPG,8
0.633,0.901,6,-6.741,1,0.0474,0.00484,0.21,0.357,0.506,130.058,2ODIVQXwaezpchs1LGE4CV,11
0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,3BKD1PwArikchz2Zrlp1qi,19
0.694,0.66,9,-5.862,0,0.0357,0.167,9.91e-06,0.112,0.366,125.007,7ar5VLrVTyXPmJpyfzzAa6,17
0.688,0.834,8,-7.061,0,0.0431,0.0131,0.0692,0.0627,0.334,124.044,5jUhodriWI7nb4i3kDxNBH,17
0.604,0.757,0,-6.711,1,0.0464,0.112,3.43e-06,0.723,0.532,123.949,6AFR0k7cT0rHF1qexupne0,1
0.571,0.937,6,-3.365,1,0.033,0.0337,3.71e-05,0.212,0.607,148.979,3JlHRjPt2TNB9h7VFf0im2,20
0.712,0.834,5,-4.09,0,0.0586,0.244,0.0,0.181,0.804,124.105,7lD0SNdtIYGV30yxu4494I,12
0.693,0.73,0,-5.06,0,0.0356,0.161,4.12e-05,0.109,0.693,120.018,5oOgt1g5fB45ZkHZjjB9Qy,12
0.662,0.821,2,-4.103,0,0.13,0.202,0.0,0.522,0.47,124.077,6pb5DtlAeG95dNQLHiArRU,1
0.608,0.905,11,-4.926,0,0.155,0.205,1.26e-05,0.0975,0.544,67.451,6V5LMAIGNd7qMjco5JjUSa,17
0.665,0.913,2,-5.433,1,0.0458,0.01,0.661,0.363,0.0718,130.038,5mLMev7skmmcBn0Woo03SM,9
0.384,0.782,1,-6.286,1,0.0368,0.00786,0.0227,0.0633,0.0733,150.059,5AdpdaoHXbQtV3kjWYUMe4,20
0.837,0.944,0,-6.516,1,0.352,0.108,8.46e-05,0.107,0.681,169.975,7AOJcugo17Kr1WUheSI6Oq,10
0.543,0.708,5,-6.79,1,0.0334,0.00467,5.33e-06,0.634,0.37,124.927,78VSoe3vn4gR4pYSTBiAXA,1
0.84,0.667,8,-7.126,1,0.0843,0.0439,1.34e-05,0.179,0.292,120.044,1p0jBDjxORjYNJyAphBRpE,11
0.65,0.746,6,-7.55,1,0.0359,0.0213,0.0116,0.182,0.385,125.998,3s32YmunFgfXVWgLRKLdKm,11
0.573,0.736,11,-6.882,1,0.0435,0.0616,0.0,0.508,0.185,126.014,3ec1mgb7R6yhRvzp3DaTus,1
0.642,0.842,6,-4.13,1,0.114,0.206,1.11e-06,0.342,0.278,139.89,2Vewxhl9sD0IhO9Az4qLS5,20
0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,0zKbDrEXKpnExhGQRe9dxt,15
0.72,0.795,9,-5.291,1,0.0643,0.0265,0.0,0.109,0.348,123.92,01a7nB3AywapMgbLi3LGbZ,11
0.514,0.962,1,-4.659,1,0.215,0.00653,0.00183,0.336,0.0836,139.892,0QpAKilUehAlHpHzE9bWms,19
0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,23RoR84KodL5HWvUTneQ1w,17
0.735,0.651,7,-9.25,0,0.112,0.329,0.000205,0.131,0.476,127.07,1ACFweuuvf6MHtptObgreR,17
0.644,0.879,6,-5.204,0,0.0761,0.00423,6.91e-06,0.286,0.808,126.935,6xp1u6ZEHXX8DxJIFFrVoP,12
0.751,0.953,1,-3.469,0,0.0623,0.00149,0.0688,0.0705,0.0808,128.018,77S8daUg3BQLdaAmH6c8EQ,0
0.787,0.83,8,-4.897,1,0.0857,0.00135,0.125,0.0971,0.721,124.015,1BB8a33pfYW3bw0k7kRlBg,11
0.635,0.869,10,-5.498,1,0.367,0.0246,0.148,0.531,0.692,126.066,5ltPxMRV198CleQMdjwd1R,10
0.669,0.925,3,-6.908,0,0.494,0.0226,0.543,0.0618,0.449,126.063,04ljyATONPMyz6cNNGLdAM,10
0.426,0.857,7,-5.95,0,0.0495,0.019,0.817,0.172,0.0821,124.967,5QjfEMyFm4YTyYTbHvriGT,8
0.815,0.645,2,-6.046,0,0.0938,0.00589,2.96e-05,0.709,0.652,126.994,4ejCsNXh66YasBUiwfBhDg,1
0.567,0.865,2,-5.482,1,0.0674,0.0449,0.0026,0.414,0.509,126.996,5PXZlm9dBDA8dBXxle5Da8,19
0.398,0.869,2,-6.765,0,0.0415,0.00494,0.0256,0.162,0.224,121.73,4dRac7S17nsePwSE3MqbK6,15
0.806,0.881,0,-10.598,0,0.0521,0.00288,0.76,0.144,0.493,122.012,3FKwZF3G1jbbBaxi1d7fE3,0
0.723,0.955,5,-5.161,0,0.0527,0.0719,0.355,0.113,0.446,124.994,0USvCJS5xGmzvbm9rBL2ZV,12
0.415,0.858,8,-4.617,1,0.049,0.637,0.0154,0.36,0.67,122.93,1o0tOUwRDX6isTfSPxzXkD,11
0.869,0.632,1,-5.7,1,0.0699,0.0459,0.469,0.102,0.622,132.007,5udjRtxA0Ivt0wt8Kz5lSG,7
0.491,0.874,6,-6.413,1,0.0401,0.0145,0.412,0.367,0.512,124.841,1KTNJSTPYBLByQ14cJRGlO,19
0.729,0.946,4,-5.382,0,0.0911,0.0215,0.000367,0.474,0.735,123.029,6wmrbBpn1m0idxwGv6q2lf,12
0.78,0.87,9,-8.555,1,0.0637,0.000508,0.206,0.0828,0.722,123.997,3NKqBjQukraU5HKh8Grll8,11
0.646,0.898,10,-6.27,1,0.0358,0.00119,0.0406,0.189,0.62,124.002,5cJZzpcqdwkUvD2f88wcgS,11
0.846,0.86,4,-5.48,0,0.12,0.139,0.000306,0.326,0.737,109.993,3WURRexuZzg92BEcAGtfdr,12
0.557,0.938,9,-4.913,0,0.0897,0.000995,0.451,0.128,0.36,124.109,0vQ2LIvx5U6QN7BnUHWwsJ,8
0.682,0.886,3,-5.817,0,0.0302,0.00129,0.0441,0.131,0.527,124.004,20mLJXcK3jvNGE83EbQTyn,12
0.774,0.815,0,-7.853,0,0.0466,0.00108,0.866,0.0484,0.827,123.993,3d9kTlmQovWE7sNxuNMxEI,12
0.747,0.958,7,-6.369,0,0.0754,0.0163,0.468,0.273,0.541,124.995,2atgyIXUwUN7IsMFrygEpN,17
0.78,0.989,0,-4.306,1,0.057,0.0134,0.832,0.311,0.938,126.006,6T0cqi5DxO1sf5B3EnKD9b,7
0.747,0.616,3,-9.76,0,0.0324,0.176,0.116,0.143,0.908,131.975,5u4hhtZ7f4rWkMZEZcTKrH,12
0.833,0.731,10,-6.806,0,0.0418,0.00809,0.809,0.116,0.542,126.003,2tjWqC7s6tKPl1nBFuHX0m,8
0.708,0.778,0,-4.198,1,0.208,0.00658,0.119,0.316,0.725,132.124,0275ycgPLKr6wXOsRt45vc,7
0.763,0.684,11,-6.776,1,0.136,0.0756,0.000182,0.19,0.745,129.063,0cTDPvlLlj1T3WwUMzX6Uq,11
0.693,0.878,6,-6.264,1,0.0386,0.0122,0.462,0.119,0.384,129.998,4fntxnmBljT1Ve03u0njYg,13
0.796,0.699,1,-7.2,0,0.0871,0.0468,0.0094,0.0862,0.477,127.986,2Z97CJDXvzW9DpoUv5lMBY,12
0.685,0.9,4,-6.386,0,0.0469,0.00206,0.32,0.0991,0.633,125.001,6CKztDSyFEe7ti6HEGCHng,12
0.793,0.868,7,-8.409,0,0.0726,0.0391,0.901,0.0367,0.866,128.869,6LIs6y39wnl1zqW7iXbF6W,17
0.51,0.833,0,-3.857,1,0.0602,0.00224,0.768,0.0483,0.701,126.978,3uO4nLDiJMH2DkixEFcHIN,9
0.763,0.847,11,-9.979,0,0.0572,0.00867,0.797,0.0587,0.897,130.011,5Xpt6jglwDsoZCOMMYvu4M,17
0.626,0.893,9,-7.462,0,0.0422,0.00109,0.852,0.0332,0.73,126.047,0XkEX6VKa9TgkwhhnbvB7l,8
0.504,0.915,10,-5.38,0,0.0494,0.00123,0.0163,0.331,0.49,126.979,2t3FV5IpL1uWeMjt7vOomW,15
0.733,0.865,8,-7.044,1,0.0611,0.0103,0.585,0.315,0.557,124.024,5lW0GalqLjKwC4cxSBps1S,13
0.732,0.88,1,-5.836,0,0.101,0.00407,0.00929,0.0635,0.863,125.019,5UM6P3y6794GYNOzZvj2zh,12
0.608,0.873,1,-9.371,1,0.0415,0.00029,0.842,0.298,0.65,124.982,4qEWiIemSoVjCrGtKJqW9K,9
0.773,0.859,6,-5.457,0,0.104,0.00979,0.174,0.595,0.826,121.976,1EuKKRxN7GeyZtJRmcIxM6,1
0.605,0.934,0,-4.922,1,0.0429,0.00189,0.000506,0.303,0.398,125.023,4Rmf1ApAOj7iznhlGloqcV,19
0.704,0.681,6,-6.007,0,0.0393,0.0024,0.00277,0.15,0.582,124.002,12QrTFFulSdSLFMKHFcrL7,12
0.907,0.822,1,-4.057,0,0.0624,0.161,1.47e-06,0.0828,0.528,122.944,4pNTlWO7HN9Tsos7QXIPo1,12
0.738,0.945,4,-5.932,1,0.0414,0.0414,0.611,0.565,0.732,124.968,3BW3HN3slcmHuuiXvLbfTi,2
0.683,0.925,8,-6.528,1,0.0641,0.012,0.0055,0.807,0.617,126.995,0TZmwiefBLRaNYtkRWH8Uh,1
0.68,0.951,7,-2.863,0,0.0556,0.0215,0.234,0.456,0.472,130.019,4RAgh3iVmXwaeNpnOTkoXU,15
0.834,0.717,6,-7.851,1,0.053,0.0101,0.803,0.0593,0.864,126.0,2xXrexxpF9Q6cVpFSIAj1h,11
0.891,0.77,0,-8.391,1,0.123,0.0213,0.00157,0.213,0.855,129.004,5zuex7tbGFz0gSHlrMvQdu,7
0.798,0.809,7,-9.55,1,0.0685,0.00241,0.475,0.0406,0.648,127.015,5tKtyc5xbc9dXjavBIEMPp,11
0.804,0.859,1,-5.976,0,0.0583,0.0401,0.739,0.0827,0.629,122.983,0eRaC5PKJ4BEYI1L1m6Tfg,0
0.795,0.546,6,-23.132,0,0.132,0.00753,0.903,0.0752,0.663,125.002,1wEZUn78GUzmXp62SGEE3c,0
0.795,0.743,6,-7.161,0,0.0452,0.00579,0.839,0.0737,0.792,122.981,3sZYaHHGhNB3Stpb5dpsgl,17
0.857,0.935,11,-6.215,0,0.0391,0.0061,0.839,0.0611,0.97,125.015,5ABy6tQKNoAAZfwStB0DcS,17
0.698,0.863,7,-7.131,1,0.037,0.00792,0.541,0.0407,0.623,125.993,355NcxYCfsztmylYyH7UAb,11
0.737,0.961,7,-5.164,1,0.0715,0.000717,0.76,0.243,0.458,124.978,3ojHKbztzc33d6hiEhsDp5,13
0.8,0.824,0,-6.246,0,0.113,0.0408,0.548,0.0763,0.727,124.978,7kYSY3ekAqu7uqSEYEHu0x,12
0.752,0.734,11,-5.606,1,0.0524,0.0169,1.78e-05,0.743,0.817,122.033,6co4kLDedobQeZFVSp523C,1
0.844,0.791,6,-9.152,1,0.0918,0.000394,0.906,0.186,0.0374,124.997,6pPQdOea7ko8xaxk3YkiZ3,13
0.722,0.92,11,-4.33,0,0.0374,0.000353,0.784,0.178,0.219,127.025,3xZS8cCN37pioucEVJ127B,8
0.707,0.902,11,-7.393,0,0.125,0.16,0.771,0.0797,0.166,140.03,6FWAIkMvnS0ABEdBKcIp5K,8
0.723,0.992,7,-5.375,1,0.0845,0.000477,0.679,0.102,0.0831,138.001,1VNThqTH5v8gi02dplXrSw,13
0.694,0.922,7,-4.763,1,0.0649,0.00102,0.813,0.172,0.387,133.982,3GLnctKwmonZSwCAeBZAH4,13
0.788,0.79,8,-7.331,1,0.0725,0.000604,0.848,0.1,0.204,126.988,4599CfJeVk5Rwl2FYOjHdn,13
0.596,0.852,4,-7.695,0,0.0454,0.000583,0.0958,0.184,0.0391,123.999,3n7JiehINioOhgjaGpdSOu,15
0.72,0.72,10,-11.552,0,0.0373,0.00058,0.877,0.115,0.0375,119.998,3BWFWF4G8XySY7b98HjS6K,8
0.741,0.573,2,-11.301,0,0.056,0.0013,0.678,0.0692,0.207,127.009,57PvBFABJ1F5mX69oUt8Yh,0
0.618,0.795,9,-8.099,1,0.0322,0.103,0.936,0.0872,0.155,121.987,5ASnGxVnKLiga8JrNYLImS,13
0.754,0.961,5,-4.254,0,0.0435,0.000631,0.811,0.113,0.131,129.997,4qHSNroR0Vts9zR7vMcKuo,0
0.642,0.961,9,-8.992,1,0.0467,0.261,0.802,0.0885,0.523,145.0,4Z086HzCQqB2M0m8jme8rY,13
0.649,0.987,9,-6.174,0,0.0449,0.0218,0.33,0.0372,0.779,145.993,2CXgBOHvaylFWhzk8aoNPG,17
0.725,0.973,8,-8.1,0,0.111,0.0549,0.806,0.113,0.753,145.0,35x4IqiQaec3QfxnU7wKlX,8
0.596,0.806,11,-10.898,1,0.0408,0.00678,0.84,0.19,0.208,124.982,0QNSgg2CPslZbcvKmkFN0N,13
0.734,0.836,4,-8.091,0,0.0407,0.0019,0.869,0.0845,0.237,122.992,4N4PVpCamoqKqfyoICnzG2,0
0.679,0.831,7,-10.126,1,0.0491,0.000956,0.924,0.113,0.0632,125.03,7y2fFvQyCuEqhGbLaAEAIN,13
0.683,0.888,11,-7.836,0,0.0498,0.00261,0.774,0.112,0.456,123.99,56fP7qZC5irq5mbto8LuLh,8
0.504,0.77,9,-11.384,0,0.0386,0.0652,0.746,0.0834,0.0304,124.02,31ST3YK94PXjmvsLri3m3y,8
0.653,0.888,8,-8.759,0,0.0519,0.000754,0.16,0.221,0.229,122.973,7jC1ym6zymckGeBH5FlwXq,15
0.623,0.909,10,-7.929,1,0.0342,0.0396,0.96,0.22,0.0581,122.002,4PweJp1SbwGcCtUWGUKHbw,13
0.678,0.617,6,-8.805,0,0.0378,0.0141,0.667,0.101,0.128,120.025,3RKPSF709OU43ZKAK1vXfo,0
0.74,0.776,2,-5.863,1,0.0468,0.0514,0.00339,0.321,0.219,124.995,7IP9QmNlaocwL2NFLfaZQE,19
0.646,0.855,11,-7.613,0,0.0449,0.00139,0.759,0.073,0.303,138.008,3T8drVfyLMXG9eyOCqJgjb,8
0.554,0.793,11,-8.953,0,0.0437,6.43e-05,0.756,0.46,0.183,135.009,0e2JHryezSstdkWGHyT0kr,2
0.788,0.907,4,-7.888,0,0.0547,0.0078,0.906,0.232,0.0315,133.007,7GTF0eoc2a5wNlQJDdOcvF,0
0.624,0.969,1,-4.321,1,0.0601,0.000857,0.828,0.0619,0.2,133.98,6h5wIi5Gi9qAZgnAIHI4bv,9
0.692,0.737,7,-7.076,1,0.0412,0.0135,0.81,0.161,0.469,127.993,7KCHXlwd0rWHfSlz5CmTSr,13
0.525,0.831,7,-5.616,0,0.0539,0.00044,0.533,0.153,0.0366,126.959,3LBWAYCXn4GCkg0jOgWD7D,8
0.699,0.768,1,-6.995,1,0.0424,0.000128,0.859,0.12,0.0605,127.981,01pYpv1F5VvjsdOJha2pqK,9
0.682,0.854,8,-8.969,1,0.0482,0.00425,0.485,0.105,0.0381,124.04,1cUOfO7FdFwz5U5Jhm4Jwo,13
0.722,0.558,8,-12.784,1,0.0465,0.0981,0.835,0.104,0.215,123.997,7cmnxZinUFs7jyjdHh9vY8,13
0.612,0.92,3,-5.081,0,0.034,0.00351,0.858,0.144,0.061,126.986,4G0cM5vW6osbKteFqcgexA,0
0.511,0.88,2,-5.412,1,0.0744,0.0013,0.154,0.0574,0.399,126.959,0TX2gG401Wvc0SMRU0V74M,19
0.794,0.918,1,-4.81,1,0.0656,0.00733,0.816,0.104,0.09,130.989,2dbaQq1LoOyNbCKYAfInGR,9
0.66,0.935,10,-4.637,0,0.062,0.0121,0.803,0.155,0.0908,131.989,2hUdC7KJF8hkBgfykpGz1z,8
0.726,0.911,11,-6.081,0,0.0393,0.00269,0.81,0.0791,0.144,129.978,2mWV8pMyPFA3Gy4cxOAPDU,8
0.737,0.906,7,-6.943,1,0.083,0.00426,0.883,0.105,0.0391,128.993,6kJ9Bl0rey8TfxzuuTFhlM,13
0.621,0.977,11,-5.417,0,0.0322,0.00101,0.183,0.379,0.168,134.979,704Rw7OlcdzuvSd2nk1cNB,15
0.691,0.645,1,-7.853,0,0.0518,0.836,0.916,0.0981,0.129,123.963,0jfawsq3wQKUtvoBfQRlPK,0
0.619,0.919,8,-9.445,0,0.0427,0.0275,0.778,0.0905,0.0285,122.987,47pijfgcSq0ya8SLExKCxa,8
0.783,0.842,11,-9.125,0,0.0672,0.0616,0.883,0.0939,0.389,122.047,2aft2C6Yv7wMAeWjprhGCq,8
0.69,0.908,9,-6.87,1,0.0501,0.00893,0.759,0.091,0.235,121.997,0wwD4YNYXH2vCO390PYwW7,13
0.712,0.568,2,-11.234,1,0.0386,0.142,0.91,0.132,0.039,121.958,2nzWf9oHcn6uXBQ4Gsq0Nc,9
0.692,0.853,5,-9.453,0,0.0385,0.0428,0.79,0.248,0.934,120.024,4irQGJnGuNM3CsqBZg6nEX,12
0.714,0.919,9,-7.109,0,0.112,0.00842,0.124,0.277,0.233,123.94,7HOpwF0tnh3jL1twtDw5JY,15
0.668,0.857,10,-8.252,0,0.0548,0.000797,0.86,0.0933,0.506,126.001,6SkjT2oDXxWsXmLw08bpAc,8
0.708,0.718,11,-9.934,1,0.0738,0.0769,0.875,0.0687,0.529,124.007,73vlQdAyfYfAf2979ScSxb,13
0.805,0.766,6,-6.65,0,0.0578,0.0352,0.884,0.125,0.334,123.992,3p4BcKnbz7IIq0iJMZE5RM,0
0.723,0.794,8,-8.065,0,0.0384,0.00443,0.814,0.12,0.113,129.993,50jgMoVUHt1vw3gWhy30o4,8
0.611,0.606,6,-14.231,1,0.0513,0.0913,0.904,0.0801,0.496,134.02,55q5FJy2MagUgplPVB0tjD,13
0.727,0.616,1,-7.269,1,0.0517,0.121,0.848,0.0992,0.253,131.017,76z7VrrQQ52Hg4gTSKagiB,9
0.57,0.981,6,-5.86,0,0.0422,3.18e-06,0.799,0.123,0.1,139.024,33jUhN85Ly3yaOdSoVyp1d,0
0.686,0.926,1,-6.627,1,0.0469,0.000473,0.624,0.568,0.0391,141.976,0b8SzTQaGoCecWrA42dpBc,2
0.783,0.65,7,-10.238,1,0.046,0.00163,0.862,0.101,0.0243,122.991,7Lroe0vEFrgBXyWrXqPpsD,13
0.734,0.584,6,-10.721,0,0.0357,0.124,0.852,0.0802,0.04,119.007,0an9zVn661Xhu94USWLmIj,0
0.821,0.784,1,-8.188,1,0.187,0.302,0.229,0.139,0.333,132.038,25OrWN8wbqdUzTFKVSMRT6,7
0.806,0.691,9,-9.379,0,0.0565,0.00535,0.879,0.0685,0.302,125.002,3beXCXbcGFHkxyaVZDid2s,8
0.633,0.751,10,-8.102,0,0.0375,0.261,0.794,0.0986,0.134,121.023,6uXIdYG3WQm6tPGACvZMDE,8
0.685,0.436,4,-17.182,0,0.0418,0.248,0.877,0.132,0.133,115.993,41pjnlX05tPEa2pOTq0fq0,0
0.585,0.749,0,-9.495,0,0.0312,0.000644,0.396,0.147,0.128,121.994,2nwzgfxFquLBgbx3LMdxWv,0
0.687,0.859,7,-6.292,1,0.0703,0.0908,0.39,0.545,0.039,125.052,2M9RQXsUqQfFjOMk3VRKzM,2
0.696,0.827,11,-3.295,0,0.0794,0.000121,0.719,0.0795,0.455,130.019,3yDjQd0EVv0MCInujX8Hfh,8
0.672,0.83,7,-8.679,1,0.0522,0.00172,0.847,0.0591,0.42,122.996,13SqVqVjR0BwqjO1JzKyeW,13
0.8,0.892,11,-7.232,1,0.0538,0.0125,0.822,0.0987,0.615,124.976,1NjcoMXk0NCgwrJHKG4cam,13
0.545,0.819,6,-8.77,1,0.0372,0.000246,0.655,0.199,0.397,124.009,6MPov1hDIHfNZLXmCuGE3D,13
0.731,0.811,7,-9.418,1,0.0575,0.00124,0.804,0.0949,0.177,126.009,2hkfBFxsLNP9sGNTtaQeoU,13
0.668,0.961,9,-4.285,1,0.0888,0.00287,0.843,0.411,0.212,130.022,3r4zqGgV6y45rwSwJ2FNkR,2
0.745,0.859,7,-6.535,1,0.0541,0.0846,0.907,0.125,0.159,133.993,2V7nKWQBZkrLtIXdYWY5hp,13
0.568,0.66,2,-5.854,0,0.1,0.000248,0.661,0.0983,0.48,130.024,4GJZ5n1yMkRAKfhr2uSLim,0
0.73,0.76,7,-8.384,1,0.0435,0.000476,0.52,0.0892,0.0872,122.004,2Ab6q2g1olelt9JqlQypjR,13
0.76,0.397,1,-9.865,1,0.0647,0.0666,0.856,0.13,0.554,120.011,75fNXgUCYlxTyRLGhIYW8j,9
0.793,0.745,10,-8.32,0,0.0432,0.000959,0.838,0.105,0.0378,124.986,1Ov4PFas6XVcbqPfrmF06K,8
0.67,0.82,9,-9.996,0,0.0348,0.0614,0.839,0.156,0.195,119.975,7DtMXfDUpgXx9PjZrPLaNh,8
0.506,0.566,1,-9.491,0,0.0712,0.00894,0.654,0.0933,0.183,113.953,3gJ3bAKKfTSLDfRhAxxjKS,0
0.713,0.678,9,-9.825,0,0.0464,0.012,0.792,0.103,0.14,125.021,56RbULJOHHWMtNT1z0Xrqu,8
0.77,0.935,9,-6.604,0,0.0415,0.0169,0.804,0.0536,0.198,124.004,7qRlSmu1P1ThSQpV7jfSNK,8
0.703,0.693,4,-10.119,0,0.0532,0.0562,0.87,0.0607,0.467,128.002,6y9SJ59wvpjuGMYP1MY7lv,0
0.657,0.885,6,-6.775,1,0.0358,0.0192,0.935,0.136,0.555,120.002,6Lw8lTHizNmiOwwg0xI9qh,13
0.842,0.835,6,-12.591,0,0.0579,0.00322,0.751,0.411,0.319,120.001,3KZOjQy3G6FBuEB2bOcU5N,0
0.661,0.562,3,-11.243,1,0.0382,0.00693,0.908,0.334,0.0338,121.982,6Fv8RI7hYPvddWOcsTs2HW,9
0.681,0.838,2,-7.273,1,0.0487,0.0908,0.801,0.184,0.673,119.925,3vvAkRDr7Wq7tCNBobHdaf,9
0.538,0.622,10,-10.966,0,0.0414,0.0214,0.276,0.0988,0.039,122.018,1jLvJbr4zWKygvn3dDbeOa,8
0.77,0.951,11,-6.952,0,0.0438,0.000508,0.891,0.105,0.0731,125.008,4ua62Jisw81VEtIvHiupED,8
0.802,0.797,7,-7.711,1,0.0465,0.0125,0.863,0.0642,0.157,123.009,7kCnJw5UvQwV886Z9djjna,13
0.882,0.857,6,-6.967,1,0.102,0.0218,0.179,0.174,0.193,123.046,2nFtOWsGgAlmsDTh36iawp,13
0.708,0.758,2,-8.527,0,0.0387,0.0207,0.687,0.0902,0.878,123.971,77p3eNLgFo8DG11y4ozW3R,12
0.143,0.000116,0,-37.894,1,0.0916,0.851,0.973,0.109,0.0,140.571,1fSln3JhzB7Asdi83JTvPa,21
0.175,0.00184,10,-41.3,1,0.0414,0.994,0.956,0.0989,0.147,73.583,569aPavFjL3WvPwZepX67d,21
0.158,0.00256,10,-45.728,1,0.0427,0.994,0.868,0.108,0.185,135.456,6q8NVcrqyUPpHWbNfJQMiN,21
0.136,0.0023,7,-39.17,1,0.0406,0.991,0.885,0.122,0.0695,73.821,6OA8XPGALjJXIhQ7996ftt,21
0.191,0.00866,5,-33.943,1,0.0511,0.96,0.966,0.105,0.0319,132.161,7dbvv8ZyduO9ztNjkVkyty,21
0.202,0.00151,7,-45.015,1,0.0424,0.97,0.911,0.123,0.174,67.513,5NWOEqOSCqHebuRMjYEn1i,21
0.179,0.00108,11,-43.908,1,0.0319,0.973,0.911,0.102,0.0418,69.71,475L4j7qFaZE0jlcvrsScN,21
0.156,0.00167,9,-44.873,1,0.0411,0.995,0.876,0.0986,0.0782,136.67,0N5NNIaNs3YVhiyt22ZYhG,21
0.0685,0.00342,0,-37.156,1,0.0418,0.99,0.91,0.106,0.0581,73.644,0CMYUXTTTmI6Lwc0opH2XG,21
0.154,0.00166,5,-43.838,1,0.0434,0.991,0.854,0.0962,0.117,136.027,5kDLhUYHZr5Q6geAcM3lF3,21
0.0878,0.00185,1,-37.77,1,0.0503,0.973,0.857,0.123,0.0561,85.773,5F820xSuKiMLpGOV04Xs3c,21
0.0644,0.00214,9,-47.295,1,0.0432,0.977,0.929,0.0748,0.123,62.378,2APApFAWZgn1F0Efpl6jlj,21
